,Region,LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime,Units,IncomeRatio,YearBuilt,BuildingCode,Occupancy,Stories,Basement,Area,ConstructionClass,ReplacementCost,Image2010,Image2011,Image2012,Image2013,Image2014,Image2015,Image2016,Image2017,Image2018,Image2019,Image2020,Image2021,Image2022,Image2023,Image2008,Image2024
1939,Sonoma,138132.0,622246.0,True,38.51497562,-122.692655,1026.0,1225.0,28.0,16.0,199.0,998.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1940,Sonoma,64853.0,127355.0,True,38.4849745,-122.669418,526.0,842.0,110.0,15.0,316.0,416.0,1.0,1.158201985,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1941,Sonoma,156766.0,451307.0,True,38.48514474,-122.6756727,-1.0,-1.0,163.0,30.0,357.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1942,Sonoma,307081.0,300256.0,True,38.48515335,-122.6741486,356.0,701.0,60.0,28.0,345.0,296.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1943,Sonoma,161667.0,146004.0,False,38.48515694,-122.6736339,522.0,1036.0,164.0,25.0,514.0,358.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1944,Sonoma,183972.0,165571.0,True,38.49783874,-122.6852893,203.0,430.0,-1.0,33.0,227.0,259.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1945,Sonoma,160151.0,80715.0,True,38.49726702,-122.6851708,609.0,1262.0,92.0,32.0,653.0,517.0,1.0,1.158201985,1960.0,Post1940,RES1,2.0,False,1700.0,Custom,278715.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1946,Sonoma,156766.0,285750.0,False,38.49745268,-122.6837956,889.0,1077.0,31.0,34.0,188.0,858.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1947,Sonoma,234600.0,10200.0,False,38.49696466,-122.6844704,-1.0,-1.0,166.0,33.0,1230.0,-1.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1948,Sonoma,301443.0,451395.0,True,38.49713875,-122.6847919,545.0,741.0,65.0,32.0,196.0,480.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1949,Sonoma,30179.0,105480.0,True,38.49814547,-122.682867,-1.0,-1.0,-1.0,37.0,434.0,-1.0,1.0,1.158201985,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1950,Sonoma,418158.0,371518.0,True,38.48420064,-122.6818989,727.0,1126.0,124.0,23.0,399.0,603.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1951,Sonoma,346888.0,156903.0,True,38.48376575,-122.6818612,560.0,1108.0,99.0,23.0,548.0,461.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1952,Sonoma,450710.0,585927.0,False,38.48330371,-122.6814745,363.0,786.0,69.0,23.0,423.0,294.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1953,Sonoma,548695.0,457220.0,False,38.48314422,-122.6825359,820.0,990.0,110.0,20.0,170.0,710.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1954,Sonoma,382825.0,610909.0,True,38.48255159,-122.6824697,474.0,827.0,138.0,20.0,353.0,336.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1955,Sonoma,702165.0,1081140.0,False,38.4838571,-122.6852179,975.0,1135.0,126.0,19.0,160.0,849.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,True,1275.0,Custom,218885.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1956,Sonoma,19004.0,129892.0,True,38.48551118,-122.6810927,551.0,890.0,88.0,29.0,339.0,463.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1957,Sonoma,150458.0,320179.0,True,38.48551438,-122.6805352,482.0,727.0,41.0,29.0,245.0,441.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1958,Sonoma,170216.0,323386.0,True,38.48549844,-122.6794873,-1.0,-1.0,44.0,29.0,336.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Custom,278715.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1959,Sonoma,110373.0,394763.0,True,38.48547515,-122.6785151,574.0,1119.0,170.0,29.0,545.0,404.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1960,Sonoma,255284.0,416609.0,True,38.48501154,-122.6808896,500.0,633.0,115.0,28.0,133.0,385.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1961,Sonoma,285600.0,10200.0,False,38.48465787,-122.6798837,-1.0,-1.0,-1.0,26.0,1681.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1962,Sonoma,110373.0,303560.0,True,38.48431956,-122.6799031,840.0,1176.0,57.0,26.0,336.0,783.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1963,Sonoma,19384.0,94026.0,False,38.4843957,-122.6808336,568.0,1046.0,159.0,26.0,478.0,409.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1964,Sonoma,468918.0,846357.0,True,38.48414177,-122.6808977,870.0,1212.0,359.0,26.0,342.0,511.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1965,Sonoma,19384.0,158943.0,True,38.48379599,-122.6809554,862.0,941.0,161.0,26.0,79.0,701.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1966,Sonoma,147250.0,326886.0,True,38.49620125,-122.6983221,-1.0,-1.0,66.0,42.0,227.0,-1.0,1.0,1.158201985,1940.0,Post1940,RES1,2.0,True,1275.0,Average,163215.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1967,Sonoma,398999.0,661094.0,True,38.49618213,-122.7006071,577.0,1315.0,115.0,46.0,738.0,462.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1968,Sonoma,112826.0,287213.0,True,38.49614725,-122.6990976,393.0,773.0,181.0,43.0,380.0,212.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1969,Sonoma,54415.0,158999.0,True,38.4963275,-122.7020494,405.0,930.0,157.0,46.0,525.0,248.0,1.0,1.158201985,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1970,Sonoma,315000.0,394562.0,False,38.49471778,-122.7029391,-1.0,-1.0,57.0,45.0,373.0,-1.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1971,Sonoma,260036.0,406294.0,True,38.49514345,-122.7029775,550.0,871.0,163.0,47.0,321.0,387.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1972,Sonoma,409445.0,421152.0,True,38.49405387,-122.7030226,656.0,1169.0,174.0,43.0,513.0,482.0,1.0,1.158201985,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1973,Sonoma,313000.0,463047.0,True,38.49341709,-122.703181,-1.0,-1.0,63.0,38.0,223.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1974,Sonoma,85041.0,241625.0,True,38.49521781,-122.7016653,640.0,1021.0,89.0,45.0,381.0,551.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1975,Sonoma,155791.0,164957.0,False,38.49329002,-122.7017175,-1.0,-1.0,45.0,36.0,580.0,-1.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,True,1275.0,Average,159196.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1976,Sonoma,391614.0,257641.0,False,38.49421996,-122.7002021,904.0,1184.0,101.0,41.0,280.0,803.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1977,Sonoma,112826.0,364156.0,True,38.49533562,-122.6991347,896.0,1192.0,85.0,42.0,296.0,811.0,1.0,1.158201985,1940.0,Post1940,RES1,2.0,False,1700.0,Custom,278715.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1978,Sonoma,163983.0,245975.0,True,38.49632603,-122.7042266,-1.0,-1.0,92.0,49.0,1175.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1979,Sonoma,349000.0,1050000.0,False,38.4957201,-122.7021691,340.0,1473.0,94.0,46.0,1133.0,246.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1980,Sonoma,224146.0,309307.0,True,38.49419339,-122.7012208,1310.0,1606.0,54.0,42.0,296.0,1256.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1981,Sonoma,289665.0,398581.0,True,38.50176733,-122.7011882,466.0,847.0,155.0,49.0,381.0,311.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1982,Sonoma,546823.0,458322.0,False,38.50134072,-122.6978381,405.0,973.0,323.0,43.0,568.0,82.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1983,Sonoma,24243.0,99702.0,True,38.50185572,-122.7019549,-1.0,-1.0,-1.0,50.0,540.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1984,Sonoma,53352.0,220601.0,True,38.48766851,-122.6772297,538.0,770.0,22.0,34.0,232.0,516.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1985,Sonoma,306000.0,10200.0,False,38.50063794,-122.6992391,547.0,1730.0,161.0,47.0,1183.0,386.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1986,Sonoma,29092.0,30396.0,True,38.49991907,-122.6996544,-1.0,-1.0,142.0,49.0,407.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1987,Sonoma,270300.0,10200.0,True,38.5011823,-122.700556,-1.0,-1.0,106.0,51.0,1422.0,-1.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,True,1275.0,Average,159196.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1988,Sonoma,305000.0,412718.0,True,38.50073513,-122.7008506,711.0,1043.0,159.0,50.0,332.0,552.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1989,Sonoma,1148327.0,1527794.0,False,38.50883133,-122.6974069,303.0,682.0,126.0,25.0,379.0,177.0,1.0,1.158201985,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1990,Sonoma,75313.0,227307.0,True,38.50575825,-122.6996574,662.0,1133.0,139.0,39.0,471.0,523.0,1.0,1.158201985,1940.0,Post1940,RES1,2.0,False,1700.0,Custom,278715.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1991,Sonoma,1748425.0,232551.0,True,38.50768762,-122.700614,584.0,891.0,44.0,40.0,307.0,540.0,1.0,1.158201985,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1992,Sonoma,309570.0,10200.0,False,38.49927388,-122.7040151,492.0,1779.0,60.0,54.0,1287.0,432.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1993,Sonoma,108377.0,99448.0,True,38.49979253,-122.7031186,-1.0,-1.0,133.0,54.0,583.0,-1.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1994,Sonoma,316254.0,754150.0,True,38.50039703,-122.7031587,499.0,687.0,44.0,54.0,188.0,455.0,1.0,1.158201985,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1995,Sonoma,348465.0,927510.0,True,38.49956991,-122.7018536,370.0,892.0,76.0,50.0,522.0,294.0,1.0,1.158201985,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1996,Sonoma,300000.0,402249.0,True,38.49831405,-122.7027468,-1.0,-1.0,97.0,52.0,213.0,-1.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1997,Sonoma,412226.0,736855.0,False,38.50270615,-122.703459,441.0,631.0,36.0,58.0,190.0,405.0,1.0,1.158201985,1950.0,Post1940,RES1,3.0,False,1700.0,Average,217498.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1998,Sonoma,385000.0,171024.0,True,38.50281111,-122.7041738,769.0,953.0,109.0,57.0,184.0,660.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,True,1275.0,Average,159196.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1999,Sonoma,329781.0,20611.0,False,38.5034049,-122.7044157,-1.0,-1.0,169.0,54.0,1470.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2000,Sonoma,295898.0,390587.0,False,38.50181858,-122.7026356,442.0,765.0,61.0,56.0,323.0,381.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2001,Sonoma,260434.0,53153.0,True,38.50105251,-122.7020743,-1.0,-1.0,111.0,52.0,548.0,-1.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2002,Sonoma,29092.0,156721.0,True,38.50182822,-122.7032937,483.0,878.0,123.0,56.0,395.0,360.0,1.0,1.158201985,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2003,Sonoma,340680.0,10200.0,False,38.50109707,-122.704288,-1.0,-1.0,-1.0,57.0,1326.0,-1.0,1.0,1.158201985,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2004,Sonoma,396381.0,368072.0,False,38.50069779,-122.7042614,609.0,869.0,89.0,55.0,260.0,520.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2005,Sonoma,331406.0,246128.0,True,38.50027974,-122.7042847,826.0,1119.0,57.0,55.0,293.0,769.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,True,1275.0,Average,159196.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2006,Sonoma,187650.0,75375.0,True,38.49746732,-122.6812704,-1.0,-1.0,250.0,38.0,680.0,-1.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2007,Sonoma,191398.0,646678.0,False,38.4990767,-122.679463,717.0,962.0,181.0,34.0,245.0,536.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2008,Sonoma,682414.0,824453.0,True,38.50041102,-122.6810069,631.0,994.0,67.0,36.0,363.0,564.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2009,Sonoma,820234.0,350840.0,False,38.50104605,-122.6792432,627.0,854.0,28.0,29.0,227.0,599.0,1.0,1.158201985,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2010,Sonoma,580068.0,973159.0,False,38.50027916,-122.6763017,617.0,820.0,108.0,19.0,203.0,509.0,1.0,1.158201985,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2011,Sonoma,571519.0,1343918.0,True,38.50221225,-122.6717197,754.0,1002.0,101.0,10.0,248.0,653.0,1.0,1.158201985,1960.0,Post1940,RES1,2.0,False,1700.0,Custom,278715.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2012,Sonoma,937252.0,897463.0,False,38.49811525,-122.6753816,410.0,629.0,39.0,18.0,219.0,371.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2013,Sonoma,111905.0,550104.0,True,38.50061541,-122.6778021,-1.0,-1.0,48.0,27.0,245.0,-1.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2014,Sonoma,693091.0,1642167.0,True,38.50145981,-122.7072784,726.0,973.0,95.0,50.0,247.0,631.0,1.0,1.158201985,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2015,Sonoma,490000.0,755451.0,True,38.50048499,-122.7075248,-1.0,-1.0,202.0,51.0,457.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2016,Sonoma,215072.0,137880.0,True,38.50034708,-122.7104745,-1.0,-1.0,381.0,35.0,927.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2017,Sonoma,577895.0,160095.0,False,38.50305519,-122.7124467,-1.0,-1.0,237.0,33.0,379.0,-1.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2018,Sonoma,673200.0,51000.0,False,38.5030707,-122.7060468,-1.0,-1.0,-1.0,58.0,626.0,-1.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2019,Sonoma,619000.0,1500000.0,False,38.50210889,-122.7103217,773.0,993.0,194.0,39.0,220.0,579.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2020,Sonoma,170850.0,388980.0,False,38.50001863,-122.7085361,582.0,889.0,57.0,48.0,307.0,525.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2021,Sonoma,154231.0,210856.0,True,38.48816793,-122.6622117,231.0,539.0,111.0,6.0,308.0,120.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2022,Sonoma,268572.0,108855.0,True,38.48841194,-122.6634622,-1.0,-1.0,-1.0,6.0,1770.0,-1.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2023,Sonoma,78081.0,198288.0,False,38.48916863,-122.6644345,323.0,548.0,142.0,6.0,225.0,181.0,1.0,1.158201985,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2024,Sonoma,600000.0,1000000.0,False,38.49870265,-122.6948132,1092.0,1301.0,60.0,35.0,209.0,1032.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2025,Sonoma,623915.0,757996.0,False,38.51560753,-122.7423146,466.0,960.0,103.0,19.0,494.0,363.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2026,Sonoma,369327.0,627866.0,True,38.51717645,-122.7445944,434.0,820.0,63.0,16.0,386.0,371.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2027,Sonoma,401931.0,515816.0,True,38.51242955,-122.7420885,443.0,954.0,108.0,29.0,511.0,335.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2028,Sonoma,357000.0,1530000.0,False,38.51295671,-122.7427456,541.0,1214.0,58.0,26.0,673.0,483.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2029,Sonoma,337490.0,151869.0,True,38.51312535,-122.7438982,736.0,1178.0,77.0,26.0,442.0,659.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,True,1275.0,Average,159196.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2030,Sonoma,255000.0,765000.0,False,38.51337631,-122.742051,788.0,1091.0,630.0,27.0,303.0,158.0,1.0,1.158201985,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2031,Sonoma,82909.0,307957.0,True,38.51337181,-122.745466,728.0,994.0,97.0,23.0,266.0,631.0,1.0,1.158201985,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2032,Sonoma,328093.0,501590.0,False,38.5132282,-122.7459431,483.0,591.0,60.0,23.0,108.0,423.0,1.0,1.158201985,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
